,workerid,language,correct,idiom,response,result,rt,Affect
222,29,Spanish,to find the love of your life or your soulmate,to find your half-orange,to find the love of your life or your soulmate,correct,4348.0,Positive
223,108,Spanish,to find the love of your life or your soulmate,to find your half-orange,to find the love of your life or your soulmate,correct,15697.0,Positive
224,31,Spanish,to find the love of your life or your soulmate,to find your half-orange,to find the love of your life or your soulmate,correct,7152.0,Positive
225,79,Spanish,to find the love of your life or your soulmate,to find your half-orange,to find the love of your life or your soulmate,correct,10133.0,Positive
226,92,Spanish,to find the love of your life or your soulmate,to find your half-orange,to find the love of your life or your soulmate,correct,6860.0,Positive
227,116,Spanish,to find the love of your life or your soulmate,to find your half-orange,to discover something very fulfilling,incorrect,19721.0,Positive
228,43,Spanish,to find the love of your life or your soulmate,to find your half-orange,to find the love of your life or your soulmate,correct,20488.0,Positive
229,61,Spanish,to find the love of your life or your soulmate,to find your half-orange,to find the love of your life or your soulmate,correct,18664.0,Positive
230,95,Spanish,to find the love of your life or your soulmate,to find your half-orange,to discover something very fulfilling,incorrect,5764.0,Positive
231,124,Spanish,to find the love of your life or your soulmate,to find your half-orange,to find the love of your life or your soulmate,correct,11092.0,Positive
232,38,Spanish,to find the love of your life or your soulmate,to find your half-orange,to find the love of your life or your soulmate,correct,9106.0,Positive
233,118,Russian,the first attempt at something might be a failure,the first pancake is always a blob,the first attempt at something might be a failure,correct,8567.0,Positive
234,81,Russian,the first attempt at something might be a failure,the first pancake is always a blob,the first attempt at something might be a failure,correct,4902.0,Positive
235,107,Russian,the first attempt at something might be a failure,the first pancake is always a blob,the first attempt at something might be a failure,correct,7700.0,Positive
236,94,Russian,the first attempt at something might be a failure,the first pancake is always a blob,the first attempt at something might be a failure,correct,12091.0,Positive
237,110,Russian,the first attempt at something might be a failure,the first pancake is always a blob,the first attempt at something might be a failure,correct,33923.0,Positive
238,53,Russian,the first attempt at something might be a failure,the first pancake is always a blob,the first attempt at something might be a failure,correct,7697.0,Positive
239,89,Russian,the first attempt at something might be a failure,the first pancake is always a blob,the first attempt at something might be a failure,correct,7416.0,Positive
240,97,Russian,the first attempt at something might be a failure,the first pancake is always a blob,the first attempt at something might be a failure,correct,17591.0,Positive
241,76,Russian,the first attempt at something might be a failure,the first pancake is always a blob,the first attempt at something might be a failure,correct,17510.0,Positive
242,120,Russian,the first attempt at something might be a failure,the first pancake is always a blob,the first attempt at something might be a failure,correct,13588.0,Positive
243,108,Russian,the first attempt at something might be a failure,the first pancake is always a blob,the first attempt at something might be a failure,correct,8814.0,Positive
244,83,Russian,the first attempt at something might be a failure,the first pancake is always a blob,the first attempt at something might be a failure,correct,10707.0,Positive
245,131,Russian,the first attempt at something might be a failure,the first pancake is always a blob,the first attempt at something might be a failure,correct,39533.0,Positive
246,115,Russian,the first attempt at something might be a failure,the first pancake is always a blob,the first attempt at something might be a failure,correct,6817.0,Positive
247,49,Russian,the first attempt at something might be a failure,the first pancake is always a blob,the first attempt at something might be a failure,correct,5417.0,Positive
248,127,Russian,the first attempt at something might be a failure,the first pancake is always a blob,the first attempt at something might be a failure,correct,12758.0,Positive
249,88,Russian,the first attempt at something might be a failure,the first pancake is always a blob,the first attempt at something might be a failure,correct,11491.0,Positive
250,92,Russian,the first attempt at something might be a failure,the first pancake is always a blob,the first attempt at something might be a failure,correct,6607.0,Positive
251,44,Russian,the first attempt at something might be a failure,the first pancake is always a blob,the first attempt at something might be a failure,correct,10972.0,Positive
252,48,Russian,the first attempt at something might be a failure,the first pancake is always a blob,the first attempt at something might be a failure,correct,8091.0,Positive
253,61,Russian,the first attempt at something might be a failure,the first pancake is always a blob,the first attempt at something might be a failure,correct,10981.0,Positive
254,54,Russian,the first attempt at something might be a failure,the first pancake is always a blob,the first attempt at something might be a failure,correct,16072.0,Positive
255,59,Russian,the first attempt at something might be a failure,the first pancake is always a blob,the first attempt at something might be a failure,correct,13702.0,Positive
256,40,Russian,the first attempt at something might be a failure,the first pancake is always a blob,the first attempt at something might be a failure,correct,8469.0,Positive
257,37,Russian,the first attempt at something might be a failure,the first pancake is always a blob,the first attempt at something might be a failure,correct,22639.0,Positive
258,90,Russian,the first attempt at something might be a failure,the first pancake is always a blob,the first attempt at something might be a failure,correct,9206.0,Positive
259,118,Mandarin Chinese,to put in hard work,to grind an iron bar down to a fine needle ,to put in hard work,correct,10320.0,Positive
260,105,Mandarin Chinese,to put in hard work,to grind an iron bar down to a fine needle ,to put in hard work,correct,4711.0,Positive
261,32,Mandarin Chinese,to put in hard work,to grind an iron bar down to a fine needle ,to put in hard work,correct,7568.0,Positive
262,107,Mandarin Chinese,to put in hard work,to grind an iron bar down to a fine needle ,to master or perfect something,incorrect,12721.0,Positive
263,111,Mandarin Chinese,to put in hard work,to grind an iron bar down to a fine needle ,to put in hard work,correct,21224.0,Positive
264,104,Mandarin Chinese,to put in hard work,to grind an iron bar down to a fine needle ,to put in hard work,correct,6174.0,Positive
265,62,Mandarin Chinese,to put in hard work,to grind an iron bar down to a fine needle ,to put in hard work,correct,22095.0,Positive
266,53,Mandarin Chinese,to put in hard work,to grind an iron bar down to a fine needle ,to make an impossible task easy,incorrect,9307.0,Positive
267,93,Mandarin Chinese,to put in hard work,to grind an iron bar down to a fine needle ,to make an impossible task easy,incorrect,18631.0,Positive
268,120,Mandarin Chinese,to put in hard work,to grind an iron bar down to a fine needle ,to make an impossible task easy,incorrect,12132.0,Positive
269,29,Mandarin Chinese,to put in hard work,to grind an iron bar down to a fine needle ,to put in hard work,correct,4204.0,Positive
270,108,Mandarin Chinese,to put in hard work,to grind an iron bar down to a fine needle ,to pay attention to detail,incorrect,18996.0,Positive
271,50,Mandarin Chinese,to put in hard work,to grind an iron bar down to a fine needle ,to put in hard work,correct,16327.0,Positive
272,131,Mandarin Chinese,to put in hard work,to grind an iron bar down to a fine needle ,to master or perfect something,incorrect,9757.0,Positive
273,122,Mandarin Chinese,to put in hard work,to grind an iron bar down to a fine needle ,to make an impossible task easy,incorrect,14873.0,Positive
274,69,Mandarin Chinese,to put in hard work,to grind an iron bar down to a fine needle ,to put in hard work,correct,9505.0,Positive
275,31,Mandarin Chinese,to put in hard work,to grind an iron bar down to a fine needle ,to pay attention to detail,incorrect,30323.0,Positive
276,35,Mandarin Chinese,to put in hard work,to grind an iron bar down to a fine needle ,to put in hard work,correct,9579.0,Positive
277,72,Mandarin Chinese,to put in hard work,to grind an iron bar down to a fine needle ,to put in hard work,correct,9792.0,Positive
278,46,Mandarin Chinese,to put in hard work,to grind an iron bar down to a fine needle ,to put in hard work,correct,11158.0,Positive
279,121,Mandarin Chinese,to put in hard work,to grind an iron bar down to a fine needle ,to master or perfect something,incorrect,11420.0,Positive
